ceo_names,ceo_names,ceo_pctApprove,ceo_pctDisapprove,company_name,compensation_rating,culture_rating,overallRating,ratingDescription,recommendToFriendRating,seniorLeadershipRating,workLifeBalanceRating,Growth,Annual Rainfall,Annual Snowfall,Avg_Commute_work,HQ_City,HQ_State,population,crime_rate_per_1000,diversity
Chad Richison,Chad Richison,88,12,Paycom,4.4,4.3,4.2,Very Satisfied,81,4.1,3.7,,36.5,7.8,13.2,Oklahoma City,Oklahoma,641681,86.00019059,65.01
Cathy Nash,Cathy Nash,62,38,Citizens Republic Bancorp,3.4,3.7,2.9,OK,35,2.6,4.1,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Cathy Engelbert,Cathy Engelbert,93,7,Deloitte,3.5,3.7,3.8,Satisfied,79,3.4,3,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Carolyn K. Reidy,Carolyn K. Reidy,80,20,Simon & Schuster,3,3.4,3.2,OK,62,3,3.5,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Carol Meyrowitz,Carol Meyrowitz,74,26,Marshalls,2.9,3.5,3.4,OK,63,3,3.3,,47.7,43.8,19.8,Boston,Massachusetts,673880,50.16048798,68.96
Carlos Ghosn,Carlos Ghosn,83,17,Nissan North America,3.4,3,3.2,OK,61,2.8,2.7,,54.2,6.3,31.9,Franklin,Tennessee,74771,31.52480495,64.65
Carlos A. Rodriguez,Carlos A. Rodriguez,84,16,ADP,3.6,3.6,3.6,Satisfied,69,3.2,3.5,,47.1,16.5,,Roseland,New Jersey,5857,16.61973932,#N/A
Carl Schlicker,Carl Schlicker,44,56,Stop & Shop,2.8,2.8,3,OK,46,2.4,3,,47.7,43.8,19.8,Boston,Massachusetts,673880,50.16048798,68.96
Carl R. Ice,Carl R. Ice,73,27,BNSF Railway,4.1,3,3.3,OK,55,2.8,2.3,,28.9,1.5,11.2,Amarillo,Texas,200141,102.261822,#N/A
Cameron Stewart,Cameron Stewart,100,0,LoopNet,3.4,3.2,3.3,OK,55,3.2,3.7,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Bryan Mistele,Bryan Mistele,73,27,INRIX,3.5,3.7,3.4,OK,63,3.1,4.1,,38.4,5,31.8,Kirkland,Washington,88627,46.66807095,#N/A
Bruce  D. Broussard,Bruce  D. Broussard,70,30,Humana,3.6,3.5,3.4,OK,61,2.8,3.4,0.2765,39.1,27.5,18,Cincinnati,Ohio,298880,112.4368717,63.8
Brooke Johnson,Brooke Johnson,95,5,Food Network,3.9,3.9,4,Satisfied,75,3.3,3.9,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Brian T. Moynihan,Brian T. Moynihan,82,18,Bank of America,3.7,3.4,3.5,Satisfied,67,3,3.4,0.3751,39.2,24.6,24,Chicago,Illinois,8566917,34.98583157,70.57
Brian T. Moynihan,Brian T. Moynihan,82,18,Bank of America,3.7,3.4,3.5,Satisfied,67,3,3.4,0.3751,39.2,24.6,24,Chicago,Illinois,2725153,74.90659418,70.57
Brian T. Moynihan,Brian T. Moynihan,83,17,Merrill Lynch,3.7,3.5,3.8,Satisfied,68,3.4,3.5,,41.8,123.8,24.8,New York,New York,2725153,74.90659418,71.73
Brian Polster,Brian Polster,100,0,Broadleaf Commerce,4.3,5,4.7,Very Satisfied,100,4.7,4.3,,28.9,1.5,24.7,Dallas,Texas,1320939,75.68422564,71.25
Brian P. Mccann,Brian P. Mccann,0,0,Arbor Networks,3.8,3.9,3.6,Satisfied,67,3.3,4.1,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Brian Niccol,Brian Niccol,79,21,Taco Bell,2.6,3.2,3.2,OK,53,2.8,2.9,,22.2,0,35.6,Irvine,California,266663,28.70727435,#N/A
Brian Murray,Brian Murray,93,7,HarperCollins,3.1,3.3,3.3,OK,67,3.1,3.6,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Brian M. Krzanich,Brian M. Krzanich,64,36,Intel Corporation,3.9,3.7,3.7,Satisfied,73,3.1,3.7,,47.7,43.8,19.8,Boston,Massachusetts,673880,50.16048798,68.96
Brian Landrum,Brian Landrum,84,16,Gexa Energy,2.7,2.7,2.7,OK,42,2.3,2.7,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Brian L. Roberts,Brian L. Roberts,78,22,Comcast,3.8,3.3,3.4,OK,64,3,3.2,0.1788,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Brian J. Driscoll,Brian J. Driscoll,0,100,Interstate Bakeries,3.3,2.4,2.7,OK,26,2.3,2.7,,42.2,17,0,Kansas City,Missouri,478364,103.9359789,65.35
Brian Duperreault,Brian Duperreault,85,15,AIG,3.3,2.9,3,OK,47,2.6,3.4,,48.9,12.5,21.4,Harlan,Kentucky,1619,102.6789274,#N/A
Brian Driscoll,Brian Driscoll,63,37,Diamond Foods,2.8,2.7,3,OK,49,2.6,2.9,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Brian D. Philips,Brian D. Philips,70,30,FedEx Office,3.3,3.2,3.2,OK,54,2.7,2.9,,28.9,1.5,24.7,Dallas,Texas,1320939,75.68422564,71.25
Brian Cornell,Brian Cornell,75,25,Target,3.2,3.5,3.4,OK,64,2.9,3.1,-0.3623,27.3,54,0,Minneapolis,Minnesota,416751,95.78049056,68.13
Brian Cornell,Brian Cornell,75,25,Target,3.2,3.5,3.4,OK,64,2.9,3.1,-0.3623,27.3,54,0,Minneapolis,Minnesota,416751,95.78049056,68.13
Brian Chesky,Brian Chesky,86,14,Airbnb,3.8,4.1,4,Satisfied,73,3.4,3.7,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Brian C. Walker,Brian C. Walker,80,20,Herman Miller,3.7,3.9,3.9,Satisfied,77,3.4,3.9,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Brian A. Murdock,Brian A. Murdock,73,27,Strategic Investment Group,3.6,3.8,3.4,OK,56,3.4,4,,44.3,10.3,29.1,Arlington,Virginia,#N/A,#N/A,64.25
Brewster Kahle,Brewster Kahle,72,28,Internet Archive,3.3,3.9,3.3,OK,54,3.2,3.9,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Brett White,Brett White,89,11,Cushman & Wakefield,3.2,3.3,3.6,Satisfied,70,3.2,3.5,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Bret D. Scholtes,Bret D. Scholtes,100,0,Omega Protein,4.4,3.3,4,Satisfied,68,3.1,3.9,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Brendan Bechtel,Brendan Bechtel,85,15,Bechtel,3.9,3.7,3.7,Satisfied,74,3.2,3.1,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Bradley S. Jacobs,Bradley S. Jacobs,74,26,XPO Logistics,3.4,3.3,3.5,Satisfied,63,3.2,3.1,,50.3,40.5,,Greenwich,Connecticut,115199,70.07011908,#N/A
Bradley S. Jacobs,Bradley S. Jacobs,41,59,Con-way Freight,3.4,3.2,3.2,OK,61,2.6,2.8,,32.8,51.1,21.3,Lansing,Michigan,62970,13.23240276,63.26
Bradley H. Feldmann,Bradley H. Feldmann,68,32,Cubic,3.5,3.4,3.5,Satisfied,70,3.2,3.4,,22.2,0,21,San Diego,California,1413414,44.30976925,70.2
Brad Weston,Brad Weston,32,68,Petco,2.6,3,2.8,OK,40,2.3,2.8,,22.2,0,21,San Diego,California,1413414,44.30976925,70.2
Brad Smith,Brad Smith,97,3,Intuit,4.4,4.4,4.2,Very Satisfied,85,3.9,4.2,0.1794,15.9,19.1,28.8,Denver,Colorado,699259,78.48871641,69.21
Brad Perkins,Brad Perkins,79,21,Perkins Eastman,2.5,3.1,3.3,OK,65,2.8,3,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Brad Norton,Brad Norton,87,13,Federal-Mogul,3,2.9,3,OK,54,2.8,3.2,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Brad Lindner,Brad Lindner,67,33,United Dairy Farmers,2.9,3.1,3,OK,44,2.9,2.8,,39.1,27.5,18,Cincinnati,Ohio,298880,112.4368717,63.8
Brad Hunstable,Brad Hunstable,87,13,Ustream,3.9,4.2,4.2,Very Satisfied,83,3.8,3.9,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Bob Sulentic,Bob Sulentic,87,13,Trammell Crow Company,3.6,3.7,3.7,Satisfied,81,3.4,3.9,,28.9,1.5,24.7,Dallas,Texas,1320939,75.68422564,71.25
Bob Solomon,Bob Solomon,100,0,Great Wraps,3,3.7,3.4,OK,55,3.2,3.8,,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
Bob Owens,Bob Owens,53,47,Sunoco,3,2.8,3.1,OK,48,2.8,2.9,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Bob McCleskey,Bob McCleskey,76,24,Sellen Construction,3.7,4.3,4.1,Very Satisfied,76,3.8,4.2,,38.4,5,20.1,Seattle,Washington,700313,116.0652774,65.65
Bob Iger,Bob Iger,87,13,ABC,3.3,3.3,3.6,Satisfied,80,3.1,3.3,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Bob Dennis,Bob Dennis,48,52,Genesco,2.3,3.1,2.8,OK,44,2.4,2.8,,54.2,6.3,21.7,Nashville,Tennessee,668685,85.0998294,68.23
Bob Bechek,Bob Bechek,99,1,Bain & Company,4.7,4.7,4.7,Very Satisfied,96,4.5,3.6,,47.7,43.8,19.8,Boston,Massachusetts,673880,50.16048798,68.96
Boaz Chalamish,Boaz Chalamish,100,0,Clarizen,3.2,3.2,3.2,OK,47,2.8,3.3,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Blake W. Nordstrom,Blake W. Nordstrom,90,10,Nordstrom,3.5,3.8,3.6,Satisfied,69,3.1,3.1,-0.1443,38.4,5,20.1,Seattle,Washington,700313,116.0652774,65.65
Blake W. Krueger,Blake W. Krueger,46,54,Wolverine Worldwide,3.2,3.1,3.2,OK,55,2.5,3.3,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Bill Yung III,Bill Yung III,33,67,Columbia Sussex,2.1,2.4,2.3,Dissatisfied,29,2.3,2.3,,39.1,27.5,18,Cincinnati,Ohio,298880,112.4368717,63.8
Bill Whitmore Jr.,Bill Whitmore Jr.,59,41,AlliedBarton,2.7,2.7,3,OK,53,2.5,2.8,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Bill Rumpke Sr.,Bill Rumpke Sr.,90,10,Rumpke,3.4,3.2,3.2,OK,44,3,2.4,,39.1,27.5,18,Cincinnati,Ohio,298880,112.4368717,63.8
Bill Rhodes III,Bill Rhodes III,66,34,AutoZone,2.6,3.1,3,OK,50,2.6,2.7,-0.4905,47.1,16.5,26.8,Raritan,New Jersey,8268,43.71421436,#N/A
Bill Nuti,Bill Nuti,57,43,NCR,3,2.9,3,OK,50,2.6,3,,50.7,0.7,,Duluth,Georgia,29720,50.33321317,#N/A
Bill Nash,Bill Nash,86,14,CarMax,3.3,3.8,3.5,Satisfied,68,3.2,3.1,0.0754,44.3,10.3,24.6,Richmond,Virginia,#N/A,#N/A,68.57
Bill Lardie,Bill Lardie,25,75,Anderson Merchandisers,2.4,2.4,2.5,OK,30,2.2,2.5,,28.9,1.5,11.2,Amarillo,Texas,200141,102.261822,#N/A
Bill Hellmuth,Bill Hellmuth,85,15,HOK,3.2,3.3,3.6,Satisfied,62,3.1,3.2,,42.2,17,18.1,Saint Louis,Missouri,#N/A,#N/A,#N/A
Bhavesh V. _—“Bob_—ù Patel,Bhavesh V. _—“Bob_—ù Patel,85,15,LyondellBasell,3.9,3.6,3.5,Satisfied,62,3.3,3.3,0.136,39.1,27.5,18,Cincinnati,Ohio,298880,112.4368717,63.8
Bernardo Hees,Bernardo Hees,28,72,Kraft Heinz,3,2.2,2.4,Dissatisfied,27,2.2,2.1,,39.2,24.6,24,Chicago,Illinois,2725153,74.90659418,70.57
Bernard J. Tyson,Bernard J. Tyson,92,8,Kaiser Permanente,4.3,3.8,3.9,Satisfied,81,3.3,3.7,,38.4,5,20.1,Seattle,Washington,700313,116.0652774,65.65
Bernard H. Clineburg,Bernard H. Clineburg,90,10,Cardinal Bank,2.6,3.7,3.7,Satisfied,58,3.4,3.6,,44.3,10.3,12.7,McLean,Virginia,#N/A,#N/A,#N/A
Benson F. Smith,Benson F. Smith,81,19,Teleflex,3.2,3.5,3.5,Satisfied,73,3.2,3.3,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Benjamin G.S. Fowke III,Benjamin G.S. Fowke III,61,39,Xcel Energy,3.4,3.1,3.2,OK,50,2.8,3.3,0.1118,28.9,1.5,11.2,Amarillo,Texas,200141,102.261822,#N/A
Ben Silbermann,Ben Silbermann,89,11,Pinterest,4,4.2,4.1,Very Satisfied,78,3.7,4.3,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Ben Lerer,Ben Lerer,39,61,Thrillist Media Group,2.3,2.8,2.7,OK,34,2.5,2.8,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Ben Chestnut,Ben Chestnut,93,7,MailChimp,4.7,4.6,4.4,Very Satisfied,84,4.1,4.5,,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
Barry Litwin,Barry Litwin,51,49,Adorama,3.4,3.4,3.2,OK,57,3.2,3.7,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Barry Biffle,Barry Biffle,32,68,Frontier Airlines,2.5,2.6,2.8,OK,41,2.2,3.1,,15.9,19.1,28.8,Denver,Colorado,699259,78.48871641,69.21
Bahram Akradi,Bahram Akradi,67,33,Life Time Fitness,2.7,3.2,3.1,OK,48,2.7,2.8,,27.3,54,21.3,Chanhassen,Minnesota,#N/A,#N/A,#N/A
Badar Khan,Badar Khan,89,11,Direct Energy,3.7,3.3,3.3,OK,59,2.9,3.6,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Arunas A. Chesonis,Arunas A. Chesonis,16,84,Cavalier Telephone,3,3,2.9,OK,16,2.5,3.3,,44.3,10.3,24.6,Richmond,Virginia,#N/A,#N/A,68.57
Artie Starrs,Artie Starrs,66,34,Pizza Hut,2.5,3.1,3.3,OK,55,2.8,3.1,,28.9,1.5,23,Plano,Texas,288242,39.54241635,68.46
Art Peck,Art Peck,76,24,Old Navy,3.1,3.6,3.5,Satisfied,63,3,3.3,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Art Peck,Art Peck,79,21,Gap,3.2,3.7,3.6,Satisfied,65,3.1,3.4,-0.0795,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Art Peck,Art Peck,88,12,Athleta,3.3,4,3.7,Satisfied,72,3.1,3.5,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Aron J. Ain,Aron J. Ain,96,4,Kronos Incorporated,4.1,4.3,4.2,Very Satisfied,85,3.9,4.1,,47.7,43.8,19.8,Boston,Massachusetts,673880,50.16048798,68.96
Arie Kotler,Arie Kotler,62,38,GPM Investments,2.3,2.5,2.5,OK,28,2.5,2.3,,44.3,10.3,24.6,Richmond,Virginia,#N/A,#N/A,68.57
Ari Naim,Ari Naim,100,0,Centrak,3.6,4,3.9,Satisfied,75,3.6,3.2,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Archie Black,Archie Black,92,8,SPS Commerce,3.1,3.8,3.5,Satisfied,63,3.3,3.9,,27.3,54,0,Minneapolis,Minnesota,416751,95.78049056,68.13
Antonio Nieves,Antonio Nieves,0,0,ModCloth,2.8,2.7,2.4,Dissatisfied,21,2,3,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Anthony Phillips,Anthony Phillips,86,14,Hack Reactor,3.3,4.3,4,Satisfied,78,3.8,3.7,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Anthony M. Romano,Anthony M. Romano,67,33,Destination Maternity,2.6,2.9,2.7,OK,39,2.5,2.8,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Anthony M. Romano,Anthony M. Romano,40,60,Charming Shoppes,2.9,2.8,2.9,OK,35,2.6,3.1,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Anthony Hucker,Anthony Hucker,51,49,Winn-Dixie,2.3,2.8,2.9,OK,42,2.6,3,,54.5,0,26.9,Jacksonville,Florida,880557,77.97806742,67.51
Anthony Hucker,Anthony Hucker,0,100,BI-LO,2.3,2.7,2.7,OK,35,2.3,2.9,,54.5,0,26.9,Jacksonville,Florida,880557,77.97806742,67.51
Anthony Hucker,Anthony Hucker,50,50,Southeastern Grocers,2.7,2.6,2.8,OK,46,2.5,2.7,,54.5,0,26.9,Jacksonville,Florida,880557,77.97806742,67.51
Anthony Davis,Anthony Davis,40,60,Stewart & Stevenson,3,2.4,2.7,OK,40,2.3,3.3,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Anna Manning,Anna Manning,100,0,Reinsurance Group of America,4,4,3.9,Satisfied,63,3.6,3.8,,42.2,17,18.1,Saint Louis,Missouri,#N/A,#N/A,#N/A
Andy Lee,Andy Lee,55,45,Alorica,2.2,2.4,2.4,Dissatisfied,36,2.2,2.5,,22.2,0,,Irvine,California,266663,28.70727435,#N/A
Andy Cohen and Diane Hoskins,Andy Cohen and Diane Hoskins,92,8,Gensler,3.6,4.2,4,Satisfied,85,3.7,3.5,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Andrew W. Evans,Andrew W. Evans,62,38,AGL Resources,3.7,3.4,3.4,OK,73,3.1,3.2,,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
Andrew S. Duff,Andrew S. Duff,90,10,Piper Jaffray,3.9,4.3,4,Satisfied,82,3.8,3.9,,27.3,54,0,Minneapolis,Minnesota,416751,95.78049056,68.13
Andrew S. Clark,Andrew S. Clark,64,36,Bridgepoint Education,3.6,3.1,3.1,OK,46,2.8,3.5,,22.2,0,21,San Diego,California,1413414,44.30976925,70.2
Andrew Rose,Andrew Rose,100,0,Compare.com,4.1,5,4.8,Very Satisfied,100,4.6,4.4,,44.3,10.3,24.6,Richmond,Virginia,#N/A,#N/A,68.57
Andrew Mackenzie,Andrew Mackenzie,78,22,BHP Billiton,4.1,3.3,3.5,Satisfied,69,2.8,3.5,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Andrew M. Baker,Andrew M. Baker,93,7,Baker Botts,4.2,3.8,3.9,Satisfied,78,3.6,3.4,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Andrew F. Puzder,Andrew F. Puzder,65,35,Hardee's,2.6,2.9,3,OK,44,2.7,2.8,,42.2,17,18.1,Saint Louis,Missouri,#N/A,#N/A,#N/A
Andrew C. Kassner,Andrew C. Kassner,71,29,Drinker Biddle & Reath,3.6,3.4,3.4,OK,67,3,3.5,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Andrew B. Cogan,Andrew B. Cogan,67,33,Knoll,3.1,3.4,3.4,OK,56,3.4,3.3,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Andres D. Reiner,Andres D. Reiner,79,21,PROS,3.6,3.9,3.6,Satisfied,69,3.3,3.8,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Andre Golsorkhi,Andre Golsorkhi,82,18,Sidecar,3.3,4.5,4.2,Very Satisfied,86,4.3,4.5,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Andr’©s Gluski,Andr’©s Gluski,92,8,AES Corporation,4.1,4.1,4,Satisfied,80,3.6,3.4,,44.3,10.3,29.1,Arlington,Virginia,#N/A,#N/A,64.25
Andr’© Calantzopoulos,Andr’© Calantzopoulos,88,12,Philip Morris International,4.2,3.6,3.8,Satisfied,80,3.3,3.3,0.1382,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Amy Gilliland,Amy Gilliland,100,0,General Dynamics Information Technology,3.3,3.2,3.4,OK,65,3,3.5,,44.3,10.3,,Fairfax,Virginia,24173,36.09716971,#N/A
Amit Munshi,Amit Munshi,90,10,Arena Pharmaceuticals,3.7,3.3,3.7,Satisfied,50,3.3,3.7,,22.2,0,21,San Diego,California,1413414,44.30976925,70.2
Alex Sun,Alex Sun,86,14,Mitchell International,2.8,3.5,3.3,OK,60,3.1,3.6,,22.2,0,21,San Diego,California,1413414,44.30976925,70.2
Alex Gorsky,Alex Gorsky,96,4,Johnson & Johnson,4,4.1,4,Satisfied,86,3.5,3.8,0.0742,47.1,16.5,26.8,Raritan,New Jersey,8268,43.71421436,#N/A
Alex Gorsky,Alex Gorsky,100,0,Ethicon Endo-Surgery,4.2,4.2,3.9,Satisfied,84,3.4,3.7,,39.1,27.5,18,Cincinnati,Ohio,298880,112.4368717,63.8
Alessandro P. DiNello,Alessandro P. DiNello,86,14,Flagstar Bank,3.4,3.4,3.2,OK,51,2.9,3.3,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Alessandra Lezama,Alessandra Lezama,80,20,Abacus Data Systems,3.6,3.8,3.9,Satisfied,78,3.6,3.7,,22.2,0,21,San Diego,California,1413414,44.30976925,70.2
Alejandro Granado,Alejandro Granado,61,39,CITGO,3.5,3.3,3.7,Satisfied,73,3.1,3.5,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Albert G. Lowenthal,Albert G. Lowenthal,33,67,Oppenheimer Holdings,2.4,3,3,OK,44,2.9,4,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Alan Soucy,Alan Soucy,68,32,Sparkpr,3.2,3.9,3.7,Satisfied,71,3.4,3.5,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Alan Schaaf,Alan Schaaf,94,6,Imgur,4.7,4.8,4.8,Very Satisfied,92,4.4,4.8,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Alan J. Hoffman,Alan J. Hoffman,44,56,Blank Rome,3.2,2.8,3,OK,51,2.5,3.1,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Alan Colberg,Alan Colberg,77,23,Assurant,3.3,3.2,3.3,OK,53,2.9,3.3,0.1692,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Alan B. Miller,Alan B. Miller,54,46,Universal Health Services,2.9,2.8,2.8,OK,48,2.5,2.8,-0.1746,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Ajaz Ahmed,Ajaz Ahmed,66,34,AKQA,3.4,3.6,3.4,OK,67,3,3,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Adena Friedman,Adena Friedman,93,7,Nasdaq,3.6,3.6,3.6,Satisfied,67,3.4,3.8,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Abby Johnson,Abby Johnson,89,11,Fidelity Investments,3.9,3.9,3.8,Satisfied,77,3.3,3.8,0.1029,39.1,27.5,18,Cincinnati,Ohio,298880,112.4368717,63.8
,,,,One Kings Lane,3.1,3.3,3.2,OK,48,2.7,3.6,,22.2,0,28.2,San Francisco,California,700313,116.0652774,68.36
,,,,At Home,2.5,3.1,3,OK,50,2.4,2.9,,28.9,1.5,24.7,Dallas,Texas,700313,116.0652774,71.25
,,,,Calypso Technology,2.9,2.7,3.2,OK,60,2.3,3.7,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
,,,,Klein,3.2,3.1,3.5,Satisfied,69,2.7,3.6,,39.2,24.6,24,Chicago,Illinois,871155,116.0723828,70.57
,,,,MRC Global,3.1,2.9,3.2,OK,54,2.8,3.2,,28.9,1.5,20.4,Houston,Texas,871155,116.0723828,71.51
,,,,Sidecar,2.9,3.1,3.2,OK,44,2.3,3.6,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
,,,,Thermo King,3.2,2.9,2.9,OK,53,2.6,2.7,,27.3,54,21,Bloomington,Minnesota,871155,116.0723828,66.06
,,,,APR Energy,2.7,2.5,2.6,OK,25,2.4,2.5,,54.5,0,26.9,Jacksonville,Florida,871155,116.0723828,67.51
,,,,La Boulange,3.8,3.6,3.8,Satisfied,68,3.3,3.1,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
,,,,Uncle Maddio's Pizza Joint,2.6,3.6,3.1,OK,40,2,3,,50.7,0.7,23.7,Atlanta,Georgia,1413414,44.30976925,67.26
,,,,Flagler College,3,4.2,3.9,Satisfied,85,4,3.9,,54.5,0,26.9,Jacksonville,Florida,1413414,44.30976925,67.51
,,,,121 Financial Credit Union,3.1,2.3,2.7,OK,34,2.2,2.9,,54.5,0,26.9,Jacksonville,Florida,1413414,44.30976925,67.51
,,,,El Chico,2.4,2.9,3.2,OK,44,2.3,2.9,,28.9,1.5,24.7,Dallas,Texas,#N/A,#N/A,71.25
,,,,Yik Yak,3.8,4.2,4.7,Very Satisfied,87,3.7,4.5,,50.7,0.7,23.7,Atlanta,Georgia,1570826,72.7544559,67.26
,,,,Florida Coastal School of Law,3.1,3.3,3.6,Satisfied,58,2.9,3.8,,54.5,0,26.9,Jacksonville,Florida,1570826,72.7544559,67.51
,,,,Al's Formal Wear,1.8,2.3,2.4,Dissatisfied,23,1.9,2.5,,28.9,1.5,20.4,Houston,Texas,1570826,72.7544559,71.51
,,,,Larry's Giant Subs,2.9,3.2,3.6,Satisfied,60,3,3.2,,54.5,0,26.9,Jacksonville,Florida,668685,85.0998294,67.51
,,,,Olympia Entertainment,2.6,2.9,3.2,OK,43,2.8,3.1,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
,,,,Stevens & Lee,2.2,2,2.1,Dissatisfied,29,2.3,2.6,,42.9,28.2,23.4,Philadelphia,Pennsylvania,115199,70.07011908,66.83
,,,,Informatics Corporation of America,3.2,2.8,2.5,OK,44,2.4,3.1,,54.2,6.3,21.7,Nashville,Tennessee,115199,70.07011908,68.23
,,,,Glass,3.7,3.7,3.5,Satisfied,90,3.1,3.7,,39.2,24.6,24,Chicago,Illinois,115199,70.07011908,70.57
,,,,MobileOne,3.8,4.1,3.9,Satisfied,75,3.8,3.7,,22.2,0,21,San Diego,California,88627,46.66807095,70.2
,,,,Dominion Energy,4.2,3.9,4,Satisfied,100,3.8,3.4,,44.3,10.3,24.6,Richmond,Virginia,880557,77.97806742,68.57
,,99,1,Omya,3.4,3.7,3.9,Satisfied,89,3.6,3.4,,39.1,27.5,18,Cincinnati,Ohio,880557,77.97806742,63.8
,,,,Seattle's Best Coffee,2.8,3.5,3.5,Satisfied,46,2.9,3.1,,38.4,5,20.1,Seattle,Washington,880557,77.97806742,65.65
,,,,Betabrand,3.2,4,3.8,Satisfied,71,3.5,4.1,,22.2,0,28.2,San Francisco,California,880557,77.97806742,68.36
,,,,Northwest Kidney Centers,3.5,3.5,3.4,OK,60,2.6,3.2,,38.4,5,20.1,Seattle,Washington,880557,77.97806742,65.65
,,,,Monolith Productions,3.1,3.3,2.9,OK,68,2.8,2.9,,38.4,5,31.8,Kirkland,Washington,2334348,96.72034274,#N/A
,,,,Philadelphia Media Network,3.5,3.7,3.8,Satisfied,79,3.6,3.5,,42.9,28.2,23.4,Philadelphia,Pennsylvania,2334348,96.72034274,66.83
,,,,KOI Auto Parts,1.5,2.5,2.6,OK,59,2.3,2.3,,39.1,27.5,18,Cincinnati,Ohio,1320939,75.68422564,63.8
